time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-17T16:30:34.144Z,-6.5831,147.0947,51.823,4.9,mb,127,35,2.804,0.51,us,us6000kck9,2023-06-12T00:35:09.378Z,"18 km NE of Lae, Papua New Guinea",earthquake,8.89,5.462,0.054,109,reviewed,us,us
2023-05-17T15:29:19.988Z,-3.3239,135.3431,11.45,4.5,mb,37,54,3.116,0.48,us,us6000kcim,2023-06-11T23:30:20.040Z,"Papua, Indonesia",earthquake,8.92,4.149,0.105,27,reviewed,us,us
2023-05-17T10:16:32.159Z,-31.8836,-66.8112,131.418,4.6,mb,67,80,1.631,0.83,us,us6000kchd,2023-05-28T10:49:27.519Z,"93 km NNW of Villa General Roca, Argentina",earthquake,8.61,8.419,0.111,24,reviewed,us,us
2023-05-17T02:03:35.445Z,15.7582,145.1163,10,4.6,mb,29,68,2.17,0.67,us,us6000kdw1,2023-05-30T01:04:59.040Z,"91 km NW of Saipan, Northern Mariana Islands",earthquake,6.98,1.781,0.182,9,reviewed,us,us
2023-05-16T21:59:21.861Z,10.3775,125.1232,9.901,4.5,mb,37,128,3.317,0.5,us,us6000kd7r,2023-05-22T00:34:47.040Z,"14 km WNW of Hinundayan, Philippines",earthquake,10.37,3.614,0.111,24,reviewed,us,us
2023-05-16T21:56:24.394Z,42.8211,80.5719,17.114,4.7,mb,138,34,0.944,0.49,us,us6000kcee,2023-06-09T05:50:46.040Z,"112 km ESE of Kegen, Kazakhstan",earthquake,6.16,3.849,0.051,116,reviewed,us,us
2023-05-16T21:32:16.876Z,-56.2227,-27.7479,88.486,4.5,mb,19,116,5.364,0.69,us,us6000kd7t,2023-05-22T00:44:30.040Z,"South Sandwich Islands region",earthquake,12.14,7.535,0.139,15,reviewed,us,us
2023-05-16T21:29:01.873Z,10.6922,-45.4567,10,4.7,mb,82,63,9.023,0.43,us,us6000kce9,2023-06-09T05:28:27.040Z,"North Atlantic Ocean",earthquake,10.48,1.869,0.063,76,reviewed,us,us
2023-05-16T20:22:27.538Z,-20.4794,-176.0411,193.878,4.5,mb,30,66,1.042,0.84,us,us6000kd7q,2023-06-07T19:37:05.040Z,"108 km NW of Houma, Tonga",earthquake,9.8,6.715,0.122,23,reviewed,us,us
2023-05-16T18:22:12.049Z,23.0943,-100.1202,10,5,mww,172,61,2.279,0.76,us,us6000kccg,2023-06-07T19:01:18.434Z,"Nuevo Leon-San Luis Potosi border region, Mexico",earthquake,6.89,1.821,0.093,11,reviewed,us,us
2023-05-16T17:19:15.738Z,-4.5044,143.1566,91.135,4.9,mb,147,27,3.146,0.67,us,us6000kcbz,2023-06-07T18:48:27.040Z,"49 km SE of Ambunti, Papua New Guinea",earthquake,2.61,5.151,0.052,128,reviewed,us,us
2023-05-16T15:23:08.880Z,-56.0285,-26.5265,35.206,4.5,mb,24,134,5.973,0.8,us,us6000kd7p,2023-05-22T20:45:18.040Z,"South Sandwich Islands region",earthquake,15.7,7.392,0.124,19,reviewed,us,us
2023-05-16T14:45:06.243Z,-27.095,-175.7534,10,4.5,mb,16,175,2.877,1.08,us,us6000kd7l,2023-05-22T20:30:48.040Z,"Kermadec Islands region",earthquake,8.82,1.929,0.15,13,reviewed,us,us
2023-05-16T13:53:18.617Z,-20.6624,-173.8868,10,4.9,mb,47,116,1.331,0.87,us,us6000kca2,2023-05-22T19:47:12.040Z,"105 km SSE of Pangai, Tonga",earthquake,10.31,1.842,0.08,49,reviewed,us,us
2023-05-16T11:56:39.459Z,33.3478,139.1833,10,4.7,mb,72,62,0.577,0.43,us,us6000kc9j,2023-05-16T15:55:32.040Z,"149 km S of Shimoda, Japan",earthquake,4.41,1.777,0.071,60,reviewed,us,us
2023-05-16T04:57:36.898Z,-47.0273,-13.5538,14.921,4.6,mb,28,55,29.014,0.45,us,us6000kd74,2023-05-24T22:03:59.040Z,"southern Mid-Atlantic Ridge",earthquake,6.02,3.847,0.133,17,reviewed,us,us
2023-05-16T03:19:52.909Z,-9.2003,124.36,35,4.5,mb,14,123,2.171,0.9,us,us6000kc7h,2023-05-24T21:16:55.040Z,"2 km W of Pante Makasar, Timor Leste",earthquake,10.76,1.924,0.191,9,reviewed,us,us
2023-05-16T03:08:57.676Z,70.3408,-15.3944,10,5.3,mww,95,63,2.214,0.58,us,us6000kc7g,2023-05-24T21:03:52.040Z,"255 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.12,1.678,0.041,57,reviewed,us,us
2023-05-16T02:38:47.354Z,70.3551,-15.3532,10,4.6,mb,83,57,6.077,0.63,us,us6000kd77,2023-05-24T03:16:14.040Z,"253 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,4.32,1.884,0.068,64,reviewed,us,us
2023-05-15T22:50:07.027Z,-21.0108,-178.9287,595.904,4.5,mb,74,79,3.482,0.52,us,us6000kc65,2023-06-09T05:07:51.040Z,"Fiji region",earthquake,13.47,7.059,0.075,52,reviewed,us,us
2023-05-15T19:05:12.823Z,15.1044,39.411,9.924,4.6,mb,88,54,4.878,0.69,us,us6000kc4a,2023-05-22T15:59:48.808Z,"28 km N of Adi Keyh, Eritrea",earthquake,10.05,4.131,0.058,88,reviewed,us,us
2023-05-15T16:41:25.916Z,-19.176,-177.4821,566.068,4.5,mb,36,86,2.918,0.76,us,us6000kc3h,2023-05-21T22:12:25.040Z,"Fiji region",earthquake,14.64,6.253,0.106,26,reviewed,us,us
2023-05-15T16:23:23.392Z,1.9536,126.7368,49.813,4.6,mb,41,87,1.332,0.55,us,us6000kc36,2023-05-21T22:04:28.040Z,"143 km W of Tobelo, Indonesia",earthquake,9.23,2.223,0.098,31,reviewed,us,us
2023-05-15T16:10:02.838Z,-0.1072,124.9618,59.505,4.8,mb,96,33,2.379,1.09,us,us6000kc33,2023-05-21T16:55:00.040Z,"85 km SE of Modisi, Indonesia",earthquake,7.14,6.07,0.066,71,reviewed,us,us
2023-05-15T13:21:50.981Z,-31.581,-178.6401,10.294,4.5,mb,22,137,2.394,0.5,us,us6000kc1b,2023-05-21T17:38:13.040Z,"Kermadec Islands region",earthquake,5.73,4.752,0.135,16,reviewed,us,us
2023-05-15T09:44:31.380Z,33.2725,139.2745,16.619,4.6,mb,53,58,0.453,0.7,us,us6000kc08,2023-05-22T09:44:36.040Z,"158 km S of Shimoda, Japan",earthquake,5.35,3.981,0.07,61,reviewed,us,us
